user,card_index,card_brand,card_type,card_number,expires,cvv,has_chip,cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
439,1,Mastercard,Debit (Prepaid),5.43367E+15,Mar-22,732,YES,1,$80 ,Nov-08,2008,No
439,2,Mastercard,Debit,5.16435E+15,Apr-24,14,YES,2,"$24,739 ",Apr-08,2011,No
439,3,Mastercard,Debit,5.77462E+15,Jan-20,902,YES,2,"$32,447 ",Sep-09,2009,No
439,4,Amex,Credit,3.35499E+14,Nov-20,520,NO,2,"$20,900 ",Jan-07,2007,No
440,0,Visa,Debit,4.20868E+15,May-24,462,YES,1,"$23,912 ",Nov-03,2009,No
440,1,Amex,Credit,3.44421E+14,Nov-24,330,YES,2,"$8,200 ",Apr-98,2010,No
440,2,Visa,Debit,4.90426E+15,Feb-08,240,YES,2,$119 ,Jul-04,2012,No
440,3,Mastercard,Debit,5.29105E+15,Apr-17,940,YES,1,"$19,137 ",Nov-09,2012,No
441,0,Mastercard,Debit,5.59405E+15,Oct-21,748,YES,1,"$13,609 ",Nov-08,2010,No
441,1,Visa,Credit,4.00913E+15,Feb-21,247,YES,2,"$8,600 ",May-04,2012,No
442,0,Amex,Credit,3.03824E+14,Feb-20,876,YES,2,"$27,000 ",Feb-20,2020,No
442,1,Discover,Credit,6.26293E+15,Jun-21,565,YES,2,"$17,500 ",Jan-20,2020,No
442,2,Visa,Credit,4.61914E+15,Feb-20,681,YES,1,"$21,000 ",Jan-20,2020,No
443,0,Mastercard,Debit,5.25014E+15,Feb-23,485,YES,2,"$9,401 ",Apr-10,2011,No
443,1,Visa,Debit,4.41131E+15,Jun-23,47,YES,2,"$17,146 ",Nov-09,2009,No
443,2,Mastercard,Debit,5.38411E+15,Jun-21,90,YES,2,"$10,863 ",May-09,2011,No
443,3,Mastercard,Debit,5.29175E+15,Jul-18,855,YES,1,"$9,742 ",Apr-10,2010,No
444,0,Mastercard,Credit,5.0899E+15,Feb-21,743,YES,2,"$4,600 ",Feb-20,2020,No
444,1,Visa,Debit,4.7564E+15,Jul-22,401,YES,1,"$29,925 ",Jan-20,2020,No
445,0,Mastercard,Debit,5.55146E+15,Jul-21,115,YES,2,"$10,305 ",Nov-02,2010,No
446,0,Mastercard,Credit,5.41944E+15,Oct-23,520,YES,2,"$13,300 ",Sep-08,2008,No
446,1,Mastercard,Debit (Prepaid),5.39128E+15,Oct-12,935,YES,2,$48 ,May-06,2014,No
446,2,Mastercard,Credit,5.81085E+15,Jan-20,877,NO,2,$0 ,Jan-06,2012,No
446,3,Visa,Credit,4.3287E+15,Feb-22,564,NO,1,"$10,600 ",Sep-02,2013,No
446,4,Mastercard,Debit,5.05492E+15,Mar-21,18,YES,2,"$1,778 ",May-08,2011,No
447,0,Visa,Debit,4.90716E+15,Sep-21,857,YES,1,"$47,523 ",Jan-20,2020,No
447,1,Mastercard,Debit (Prepaid),5.14747E+15,Apr-24,905,YES,1,$82 ,Jan-20,2020,No
448,0,Amex,Credit,3.04618E+14,Mar-17,382,YES,1,"$19,400 ",May-12,2012,No
448,1,Mastercard,Debit,5.49641E+15,Nov-14,30,YES,1,"$23,403 ",Jan-13,2013,No
448,2,Mastercard,Credit,5.01951E+15,May-24,508,YES,1,"$13,900 ",Jan-05,2012,No
449,0,Mastercard,Debit (Prepaid),5.25145E+15,Mar-08,292,YES,1,$95 ,Oct-02,2011,No
449,1,Mastercard,Debit,5.21043E+15,Jun-22,262,YES,2,"$20,417 ",Jun-16,2016,No
449,2,Visa,Credit,4.37218E+15,May-22,450,YES,1,"$6,300 ",Jan-06,2011,No
450,0,Mastercard,Debit,5.19805E+15,Jan-20,912,YES,1,"$16,064 ",Dec-16,2016,No
450,1,Mastercard,Debit (Prepaid),5.39014E+15,Mar-20,267,YES,1,$98 ,Feb-20,2020,No
450,2,Visa,Debit,4.0789E+15,Jul-15,929,YES,2,"$16,386 ",Mar-15,2015,No
450,3,Visa,Credit,4.30106E+15,Mar-23,147,YES,1,"$10,100 ",Feb-20,2020,No
450,4,Visa,Debit,4.25693E+15,Oct-20,83,YES,2,"$3,472 ",Jan-20,2020,No
451,0,Amex,Credit,3.3647E+14,Apr-22,487,YES,1,"$7,700 ",Jan-20,2020,No
451,1,Mastercard,Debit,5.89828E+15,Oct-23,139,YES,3,"$11,018 ",Jan-20,2020,No
451,2,Visa,Credit,4.06644E+15,Apr-24,921,YES,2,"$8,200 ",Jun-18,2018,No
452,0,Mastercard,Debit,5.20139E+15,Sep-18,392,YES,1,"$4,976 ",Jul-08,2008,No
452,1,Amex,Credit,3.20871E+14,Jul-18,845,YES,1,"$4,100 ",Nov-04,2009,No
453,0,Visa,Debit,4.00331E+15,Jul-21,531,YES,2,"$6,076 ",Sep-04,2011,No
454,0,Mastercard,Credit,5.21801E+15,Dec-21,185,YES,3,"$8,000 ",Feb-20,2020,No
454,1,Discover,Credit,6.9972E+15,Aug-23,619,YES,2,"$14,600 ",Feb-20,2020,No
454,2,Mastercard,Credit,5.10529E+15,Mar-24,831,YES,1,"$8,300 ",Oct-08,2010,No
454,3,Visa,Debit,4.06305E+15,Aug-24,647,YES,2,"$19,054 ",May-09,2017,No
455,0,Mastercard,Debit,5.07885E+15,Mar-20,930,YES,1,"$29,265 ",Feb-20,2020,No
455,1,Mastercard,Debit,5.54748E+15,Feb-20,765,YES,1,"$22,245 ",Feb-20,2020,No
455,2,Mastercard,Debit,5.78834E+15,Oct-21,750,YES,2,"$17,028 ",Feb-20,2020,No
456,0,Mastercard,Debit (Prepaid),5.39032E+15,Feb-20,243,YES,2,$67 ,Feb-09,2014,No
456,1,Discover,Credit,6.71334E+15,Oct-05,728,YES,2,"$15,300 ",Jun-01,2011,No
456,2,Mastercard,Debit,5.91819E+15,Jan-21,670,YES,1,"$20,552 ",Sep-15,2015,No
457,0,Mastercard,Debit (Prepaid),5.41205E+15,Mar-21,587,YES,2,$32 ,Jan-20,2020,No
458,0,Mastercard,Debit,5.42234E+15,Feb-24,976,YES,1,"$48,003 ",Jan-12,2012,No
458,1,Visa,Credit,4.62387E+15,Jul-24,385,YES,1,"$16,300 ",Apr-09,2013,No
458,2,Mastercard,Credit,5.43068E+15,Apr-24,594,YES,2,"$10,800 ",May-09,2010,No
459,0,Amex,Credit,3.98744E+14,Feb-21,992,YES,2,"$11,100 ",Jan-06,2009,No
460,0,Visa,Debit (Prepaid),4.97187E+15,Jun-22,724,YES,3,$64 ,Feb-11,2011,No
461,0,Visa,Credit,4.00706E+15,Nov-22,478,YES,1,"$17,300 ",Mar-04,2007,No
461,1,Mastercard,Credit,5.28232E+15,Apr-23,378,YES,1,"$13,900 ",Mar-14,2014,No
461,2,Mastercard,Debit,5.73934E+15,Feb-20,749,YES,2,"$23,807 ",May-12,2012,No
461,3,Visa,Debit (Prepaid),4.02564E+15,Jun-21,112,NO,2,$140 ,Jul-17,2017,No
461,4,Mastercard,Debit,5.96944E+15,Dec-24,783,YES,2,"$26,329 ",Aug-15,2015,No
461,5,Mastercard,Debit,5.57282E+15,Sep-23,178,NO,1,"$25,224 ",Jul-10,2011,No
462,0,Discover,Credit,6.27628E+15,Dec-20,681,YES,2,"$8,500 ",Aug-12,2012,No
462,1,Visa,Credit,4.69021E+15,Jun-23,820,NO,1,"$11,200 ",Feb-05,2009,No
462,2,Mastercard,Debit,5.30905E+15,Jan-13,336,YES,2,"$14,576 ",Jun-08,2011,No
462,3,Visa,Credit,4.66894E+15,Apr-21,310,YES,1,"$9,000 ",May-09,2009,No
462,4,Visa,Debit,4.9376E+15,Jun-20,557,YES,1,"$21,409 ",Feb-20,2020,No
463,0,Mastercard,Debit,5.72254E+15,Mar-14,567,YES,2,"$7,406 ",Apr-09,2014,No
463,1,Visa,Credit,4.31881E+15,Mar-16,388,YES,2,"$3,300 ",Oct-09,2010,No
463,2,Mastercard,Credit,5.43643E+15,Nov-23,845,YES,1,"$7,300 ",Oct-08,2010,No
463,3,Visa,Debit,4.8116E+15,Oct-24,994,YES,1,"$4,386 ",Sep-10,2016,No
464,0,Visa,Credit,4.16561E+15,Jul-23,388,YES,1,"$13,000 ",Dec-10,2012,No
464,1,Mastercard,Debit,5.31887E+15,Apr-20,125,YES,2,"$14,418 ",Feb-00,2005,No
464,2,Mastercard,Debit,5.39079E+15,Jul-22,644,YES,2,"$9,120 ",May-09,2013,No
465,0,Visa,Debit,4.24039E+15,Feb-13,460,YES,1,"$11,588 ",May-06,2008,No
465,1,Mastercard,Credit,5.52909E+15,Oct-23,242,NO,1,"$7,500 ",Sep-11,2011,No
465,2,Visa,Debit,4.87499E+15,Sep-11,140,YES,2,"$18,042 ",Aug-11,2011,No
466,0,Mastercard,Debit,5.20824E+15,Aug-18,261,YES,2,"$13,694 ",Nov-17,2017,No
466,1,Mastercard,Debit,5.19898E+15,Apr-21,198,YES,2,"$15,849 ",Aug-01,2009,No
466,2,Visa,Debit,4.55799E+15,Jun-24,133,YES,1,"$16,566 ",Aug-05,2009,No
466,3,Discover,Credit,6.62643E+15,Apr-12,326,YES,1,"$10,400 ",Dec-09,2009,No
467,0,Mastercard,Credit,5.22265E+15,Feb-20,719,YES,1,"$9,200 ",Feb-20,2020,No
467,1,Mastercard,Debit,5.80984E+15,Feb-20,924,YES,2,"$17,967 ",Feb-20,2020,No
467,2,Amex,Credit,3.96463E+14,Jan-21,620,YES,2,"$8,400 ",Jan-20,2020,No
468,0,Mastercard,Debit,5.42296E+15,Sep-24,948,YES,1,"$14,168 ",Jan-20,2020,No
468,1,Visa,Debit,4.12319E+15,Jun-20,64,YES,1,"$3,149 ",Feb-20,2020,No
469,0,Mastercard,Debit,5.78253E+15,Apr-23,269,YES,1,"$13,161 ",Feb-20,2020,No
470,0,Visa,Credit,4.75436E+15,Sep-20,373,YES,2,"$11,700 ",Feb-04,2008,No
470,1,Mastercard,Debit,5.02776E+15,Jan-19,566,YES,1,"$17,678 ",Feb-17,2017,No
470,2,Visa,Debit (Prepaid),4.32663E+15,Apr-20,522,YES,1,$81 ,Sep-15,2015,No
470,3,Mastercard,Debit,5.30589E+15,Jan-23,421,YES,2,"$26,231 ",Jul-17,2017,No
471,0,Visa,Credit,4.85613E+15,Nov-21,465,YES,1,"$7,700 ",Mar-17,2017,No
471,1,Visa,Credit,4.66514E+15,Aug-22,867,YES,1,"$6,800 ",Nov-06,2009,No
471,2,Mastercard,Debit,5.9378E+15,Mar-23,923,YES,2,$736 ,Mar-10,2015,No
472,0,Visa,Debit (Prepaid),4.06092E+15,Aug-18,596,YES,1,$96 ,Oct-12,2012,No
472,1,Mastercard,Debit,5.3106E+15,Apr-17,141,NO,1,"$14,977 ",Oct-15,2015,No
472,2,Visa,Debit,4.34135E+15,Apr-23,273,YES,1,"$13,162 ",Feb-20,2020,No
472,3,Visa,Debit,4.62354E+15,Nov-19,482,YES,2,"$17,649 ",Sep-13,2013,No
472,4,Visa,Debit,4.4947E+15,Feb-21,363,YES,1,"$10,538 ",Nov-11,2011,No
472,5,Mastercard,Credit,5.60552E+15,Feb-22,522,YES,2,"$10,500 ",Nov-07,2011,No
472,6,Mastercard,Debit (Prepaid),5.31522E+15,Nov-20,984,YES,2,$74 ,Jan-07,2010,No
473,0,Visa,Debit,4.37416E+15,Feb-18,407,YES,1,"$39,441 ",Oct-02,2008,No
473,1,Mastercard,Debit,5.25362E+15,Nov-22,224,YES,2,"$27,720 ",May-16,2016,No
473,2,Amex,Credit,3.7611E+14,May-23,593,YES,1,"$20,800 ",Apr-11,2013,No
473,3,Visa,Credit,4.30988E+15,Oct-22,139,YES,2,"$5,300 ",Apr-17,2017,No
474,0,Visa,Debit (Prepaid),4.63429E+15,Jan-23,50,NO,1,$65 ,Jan-01,2007,No
475,0,Visa,Debit,4.25242E+15,Aug-21,661,YES,2,"$20,182 ",Feb-20,2020,No
475,1,Visa,Credit,4.72919E+15,Jan-20,219,YES,2,"$8,700 ",Jan-20,2020,No
476,0,Visa,Credit,4.27231E+15,May-20,575,YES,1,"$23,300 ",Jan-20,2020,No
476,1,Visa,Debit,4.15908E+15,Feb-20,566,YES,1,"$8,989 ",Jan-20,2020,No
477,0,Mastercard,Debit,5.22747E+15,Feb-24,788,YES,1,"$41,816 ",Feb-20,2020,No
477,1,Visa,Debit,4.66998E+15,Mar-20,452,YES,1,"$16,202 ",Jan-20,2020,No
477,2,Visa,Debit,4.33954E+15,Oct-20,141,YES,2,"$39,457 ",Jun-14,2014,No
478,0,Visa,Credit,4.34694E+15,Sep-24,769,YES,3,"$7,900 ",Jun-09,2009,No
479,0,Mastercard,Credit,5.60367E+15,Jan-23,118,YES,2,"$7,400 ",Feb-06,2008,No
479,1,Mastercard,Debit (Prepaid),5.67757E+15,Aug-23,426,YES,2,$107 ,Jun-18,2018,No
480,0,Visa,Debit (Prepaid),4.9107E+15,Mar-21,36,YES,1,$24 ,Apr-01,2009,No
481,0,Visa,Debit,4.12926E+15,Aug-22,936,YES,2,"$88,743 ",Jun-04,2010,No
481,1,Visa,Credit,4.0087E+15,Feb-23,124,NO,1,"$57,200 ",Jan-99,2011,No
481,2,Discover,Credit,6.82263E+15,Aug-22,344,NO,1,"$2,500 ",May-14,2014,No
481,3,Mastercard,Debit,5.84303E+15,Dec-09,568,YES,1,"$151,223 ",Aug-04,2009,No
481,4,Visa,Credit,4.86033E+15,Feb-20,146,YES,1,"$61,100 ",Jan-08,2010,No
482,0,Mastercard,Debit,5.25063E+15,Apr-22,326,YES,1,"$26,960 ",Jul-06,2010,No
482,1,Visa,Debit,4.29569E+15,Dec-22,78,YES,1,"$16,531 ",Dec-11,2011,No
482,2,Mastercard,Debit (Prepaid),5.9183E+15,May-24,983,YES,1,$69 ,Apr-13,2013,No
482,3,Mastercard,Debit,5.05198E+15,Aug-21,72,YES,1,"$14,054 ",Dec-16,2016,No
482,4,Mastercard,Credit,5.17584E+15,Dec-24,438,YES,1,"$9,100 ",Sep-05,2015,No
483,0,Mastercard,Debit (Prepaid),5.36643E+15,Feb-20,959,YES,3,$74 ,Jan-20,2020,No
484,0,Visa,Credit,4.26059E+15,Jun-24,646,YES,2,"$23,000 ",Oct-16,2016,No
484,1,Visa,Credit,4.32891E+15,Sep-24,875,YES,2,"$21,900 ",Oct-10,2013,No
484,2,Mastercard,Credit,5.85609E+15,Feb-20,101,YES,2,"$11,200 ",Jan-18,2018,No
485,0,Visa,Debit,4.91892E+15,Dec-20,463,YES,1,"$22,676 ",Nov-08,2012,No
486,0,Visa,Debit (Prepaid),4.09993E+15,Feb-22,393,YES,1,$65 ,Jun-09,2009,No
486,1,Discover,Credit,6.74947E+15,Aug-10,619,YES,2,"$12,000 ",Aug-07,2012,No
486,2,Visa,Debit,4.14152E+15,May-20,962,YES,1,"$20,723 ",Mar-07,2013,No
486,3,Mastercard,Credit,5.15829E+15,Jan-23,32,YES,2,"$11,500 ",May-07,2007,No
486,4,Discover,Credit,6.67681E+15,Apr-21,65,YES,2,"$7,300 ",Dec-91,2009,No
487,0,Amex,Credit,3.00106E+14,Jul-10,939,NO,1,"$14,400 ",Oct-06,2010,No
487,1,Mastercard,Credit,5.26377E+15,Oct-21,775,YES,2,"$14,200 ",Jun-16,2016,No
487,2,Visa,Debit,4.6426E+15,Jun-20,494,YES,1,"$18,818 ",Jul-03,2008,No
487,3,Visa,Debit,4.19731E+15,Feb-22,125,YES,1,"$20,509 ",Sep-05,2007,No
487,4,Visa,Debit,4.17144E+15,Jan-23,914,YES,1,"$17,510 ",Sep-02,2008,No
488,0,Visa,Debit,4.51041E+15,Jun-24,704,YES,1,"$3,335 ",Oct-98,2012,No
488,1,Mastercard,Debit,5.80417E+15,Feb-20,104,YES,2,"$4,598 ",Dec-03,2017,No
488,2,Visa,Credit,4.01566E+15,Jan-20,144,YES,2,"$4,900 ",Jan-12,2012,No
488,3,Mastercard,Debit,5.95562E+15,Aug-13,483,YES,2,"$18,498 ",Oct-04,2010,No
489,0,Visa,Debit,4.80191E+15,Feb-24,380,YES,2,"$7,312 ",May-07,2008,No
489,1,Mastercard,Debit,5.0646E+15,Jun-24,589,YES,2,"$34,799 ",Apr-09,2014,No
489,2,Visa,Debit,4.82649E+15,Apr-21,588,YES,2,"$19,882 ",Feb-99,2010,No
489,3,Visa,Debit (Prepaid),4.78737E+15,Dec-19,787,YES,2,$57 ,Dec-10,2017,No
490,0,Visa,Debit,4.86057E+15,Jun-05,137,YES,1,"$14,383 ",Mar-03,2011,No
490,1,Visa,Debit,4.69945E+15,Dec-05,654,NO,1,"$20,666 ",Sep-00,2011,No
490,2,Mastercard,Credit,5.70879E+15,Apr-24,59,NO,1,"$8,600 ",Sep-10,2012,No
490,3,Mastercard,Credit,5.88298E+15,Oct-21,491,YES,2,"$11,400 ",Sep-13,2013,No
490,4,Mastercard,Debit,5.22919E+15,Dec-12,135,YES,2,"$19,695 ",Jul-12,2012,No
490,5,Visa,Debit,4.06117E+15,May-21,265,YES,1,"$16,578 ",Dec-00,2010,No
491,0,Visa,Credit,4.48917E+15,Sep-20,973,YES,2,"$8,700 ",Oct-14,2014,No
491,1,Mastercard,Credit,5.00422E+15,Jan-22,811,YES,1,"$10,600 ",Nov-04,2013,No
491,2,Mastercard,Debit,5.07959E+15,Feb-21,606,YES,1,"$12,925 ",Jan-06,2010,No
491,3,Mastercard,Debit,5.36405E+15,Oct-97,969,YES,2,$906 ,Sep-94,2013,No
492,0,Mastercard,Credit,5.11854E+15,Jan-23,774,YES,1,"$11,600 ",Jan-20,2020,No
492,1,Amex,Credit,3.15011E+14,Jun-21,201,YES,2,"$10,700 ",Sep-17,2017,No
492,2,Mastercard,Debit,5.02328E+15,Feb-22,976,NO,1,"$42,142 ",Feb-09,2010,No
493,0,Mastercard,Credit,5.94763E+15,Feb-20,571,YES,1,"$4,000 ",Feb-20,2020,No
494,0,Amex,Credit,3.9828E+14,Nov-15,89,YES,2,"$7,200 ",Feb-15,2015,No
494,1,Mastercard,Debit,5.61144E+15,Feb-23,150,YES,2,"$13,019 ",Jan-13,2013,No
494,2,Visa,Debit,4.40113E+15,Nov-23,42,YES,1,"$16,647 ",Jul-16,2016,No
494,3,Mastercard,Debit,5.06052E+15,Feb-17,556,YES,1,"$12,247 ",Dec-09,2009,No
495,0,Mastercard,Debit (Prepaid),5.68343E+15,Feb-20,101,YES,1,$23 ,Jan-20,2020,No
495,1,Visa,Debit (Prepaid),4.41263E+15,May-24,282,YES,1,$91 ,Jan-20,2020,No
495,2,Mastercard,Debit (Prepaid),5.88728E+15,Feb-20,119,YES,2,$77 ,Feb-20,2020,No
496,0,Visa,Debit,4.80253E+15,Mar-21,868,YES,1,"$82,677 ",Feb-20,2020,No
496,1,Visa,Credit,4.19087E+15,Jul-23,928,YES,2,"$23,400 ",Jan-20,2020,No
496,2,Mastercard,Debit,5.04008E+15,Jan-20,475,YES,1,"$72,868 ",Jan-20,2020,No
497,0,Visa,Debit,4.47994E+15,Sep-24,793,NO,2,"$15,029 ",Sep-03,2007,No
497,1,Visa,Credit,4.13157E+15,May-21,738,YES,1,"$9,700 ",Jul-09,2013,No
497,2,Mastercard,Debit,5.53115E+15,Dec-23,428,YES,2,"$6,847 ",Dec-09,2009,No
497,3,Mastercard,Credit,5.29153E+15,Jul-22,396,YES,2,"$4,800 ",Mar-03,2011,No
497,4,Mastercard,Debit,5.48241E+15,Feb-22,332,YES,1,"$17,294 ",Aug-02,2010,No
498,0,Visa,Credit,4.15989E+15,Nov-12,693,YES,3,$0 ,Nov-12,2012,No
499,0,Mastercard,Debit,5.02427E+15,Oct-24,738,YES,2,"$5,857 ",Oct-04,2007,No
499,1,Mastercard,Debit,5.77835E+15,Jan-23,199,YES,2,"$17,536 ",Oct-03,2010,No
499,2,Mastercard,Debit (Prepaid),5.55973E+15,Sep-20,153,YES,2,$61 ,Jul-07,2016,No
500,0,Amex,Credit,3.71904E+14,Apr-24,251,YES,1,"$13,300 ",Oct-08,2014,No
500,1,Mastercard,Debit,5.9059E+15,May-22,924,YES,1,"$34,278 ",Mar-01,2010,No
500,2,Mastercard,Debit,5.845E+15,Oct-07,563,YES,2,"$38,235 ",Aug-04,2016,No
500,3,Visa,Debit,4.71975E+15,Sep-24,990,NO,2,"$1,587 ",Jul-10,2013,No
500,4,Visa,Debit,4.59456E+15,Oct-22,454,YES,2,"$28,156 ",Apr-10,2010,No
501,0,Visa,Credit,4.59175E+15,May-22,694,NO,1,"$6,500 ",Nov-06,2018,No
501,1,Mastercard,Debit,5.59278E+15,Oct-12,692,YES,2,"$4,324 ",Dec-11,2011,No
501,2,Visa,Debit,4.49506E+15,Jan-22,846,YES,2,"$1,112 ",Jun-10,2010,No
502,0,Visa,Credit,4.46198E+15,Feb-20,706,YES,1,"$19,600 ",Feb-20,2020,No
502,1,Visa,Debit,4.08627E+15,May-23,965,YES,2,"$15,182 ",Apr-07,2009,No
502,2,Visa,Credit,4.81317E+15,May-17,550,YES,1,"$14,200 ",Aug-12,2012,No
502,3,Mastercard,Debit,5.39383E+15,Aug-22,765,YES,1,"$30,065 ",May-01,2011,No
503,0,Visa,Credit,4.25431E+15,May-22,597,NO,1,"$10,600 ",Feb-20,2020,No
503,1,Visa,Debit,4.79208E+15,Aug-20,969,YES,1,"$39,764 ",Nov-13,2013,No
503,2,Mastercard,Debit,5.5465E+15,Oct-23,468,YES,1,"$27,208 ",Jul-08,2008,No
503,3,Mastercard,Debit,5.49829E+15,Mar-16,927,NO,1,"$29,637 ",Mar-10,2010,No
503,4,Mastercard,Debit,5.96902E+15,Feb-20,625,YES,1,"$24,442 ",Feb-20,2020,No
503,5,Mastercard,Debit,5.80546E+15,Sep-24,461,YES,2,"$28,390 ",Apr-08,2008,No
504,0,Amex,Credit,3.98921E+14,Jan-24,659,YES,2,"$6,600 ",Sep-14,2014,No
504,1,Mastercard,Debit,5.92216E+15,Oct-07,869,YES,1,"$11,510 ",Aug-99,2011,No
504,2,Mastercard,Credit,5.84005E+15,Jun-12,650,YES,1,"$6,400 ",Sep-06,2011,No
504,3,Discover,Credit,6.12985E+15,Aug-24,972,YES,1,"$1,800 ",Jan-06,2007,No
505,0,Visa,Credit,4.50989E+15,Mar-24,503,YES,2,"$1,500 ",Jan-05,2009,No
505,1,Visa,Debit,4.83673E+15,Jan-20,314,YES,1,"$14,813 ",Jan-20,2020,No
506,0,Mastercard,Debit,5.21563E+15,Dec-20,502,YES,2,"$40,176 ",May-05,2009,No
507,0,Amex,Credit,3.7776E+14,Oct-23,360,YES,1,"$10,300 ",Jan-06,2013,No
507,1,Visa,Credit,4.37323E+15,Jan-20,735,YES,2,"$4,400 ",Feb-11,2011,No
507,2,Visa,Debit,4.25152E+15,Apr-19,637,YES,2,"$15,878 ",Aug-06,2008,No
508,0,Visa,Credit,4.81287E+15,Jun-20,393,YES,2,"$8,500 ",Jul-15,2015,No
508,1,Mastercard,Debit,5.61032E+15,Oct-23,951,YES,2,"$18,022 ",Jan-20,2020,No
508,2,Mastercard,Debit,5.54264E+15,Jun-16,555,YES,1,"$19,597 ",Jun-10,2010,No
508,3,Visa,Debit,4.36584E+15,Sep-21,569,YES,1,"$51,504 ",Dec-10,2010,No
509,0,Visa,Debit,4.82324E+15,Oct-21,123,YES,2,"$28,717 ",Jan-05,2014,No
509,1,Amex,Credit,3.35477E+14,Nov-21,741,NO,1,"$7,100 ",Oct-06,2006,No
509,2,Mastercard,Debit,5.40571E+15,Jun-20,515,NO,1,"$27,974 ",Sep-03,2012,No
510,0,Mastercard,Debit,5.71392E+15,Dec-22,155,NO,2,"$6,629 ",Oct-07,2008,No
510,1,Mastercard,Debit,5.55487E+15,Mar-24,511,YES,2,"$2,093 ",Nov-07,2015,No
510,2,Visa,Debit,4.17087E+15,Sep-23,676,YES,2,"$27,053 ",Jul-11,2011,No
510,3,Mastercard,Debit,5.87079E+15,May-23,221,YES,2,"$15,800 ",Jun-02,2012,No
511,0,Visa,Debit,4.17854E+15,May-15,804,YES,1,"$20,699 ",May-02,2008,No
511,1,Visa,Debit,4.67185E+15,Nov-20,859,YES,2,"$31,662 ",Apr-12,2012,No
511,2,Mastercard,Credit,5.21912E+15,Jun-23,5,YES,1,"$18,900 ",Dec-10,2011,No
511,3,Visa,Credit,4.13583E+15,Nov-06,69,YES,2,"$14,200 ",Oct-06,2010,No
511,4,Mastercard,Debit,5.43424E+15,Dec-22,501,YES,2,"$25,292 ",Dec-13,2013,No
511,5,Mastercard,Debit,5.48316E+15,Mar-23,973,YES,1,"$19,299 ",Feb-20,2020,No
511,6,Visa,Debit,4.8159E+15,Mar-17,581,YES,2,"$27,215 ",Aug-07,2010,No
512,0,Mastercard,Debit,5.46107E+15,Apr-12,47,YES,2,"$10,934 ",Jul-06,2015,No
513,0,Mastercard,Credit,5.83127E+15,Apr-15,530,YES,2,"$20,300 ",Nov-09,2010,No
513,1,Amex,Credit,3.64959E+14,Oct-12,140,YES,2,"$9,700 ",Oct-99,2007,No
513,2,Visa,Debit (Prepaid),4.23785E+15,Aug-23,204,NO,2,$87 ,Jun-06,2006,No
514,0,Visa,Credit,4.36583E+15,Feb-23,945,YES,2,"$11,700 ",Feb-13,2013,No
514,1,Mastercard,Debit,5.57761E+15,Dec-24,463,YES,2,"$16,460 ",Apr-10,2010,No
514,2,Visa,Debit,4.60247E+15,Apr-23,588,YES,1,"$27,036 ",Aug-19,2019,No
515,0,Amex,Credit,3.43797E+14,Jun-20,130,YES,2,"$3,100 ",Nov-11,2011,No
515,1,Visa,Debit,4.68679E+15,Aug-21,648,YES,1,"$21,757 ",Jan-11,2011,No
515,2,Visa,Debit,4.58422E+15,Jul-21,880,YES,2,"$15,925 ",Aug-07,2007,No
515,3,Amex,Credit,3.35016E+14,Dec-19,916,YES,1,"$10,100 ",May-07,2016,No
516,0,Mastercard,Debit,5.19848E+15,Jul-22,392,YES,2,"$20,660 ",Jul-18,2018,No
516,1,Visa,Debit,4.47036E+15,May-22,231,YES,1,"$18,301 ",Feb-10,2010,No
516,2,Visa,Credit,4.11889E+15,May-11,419,YES,2,"$14,200 ",Nov-10,2018,No
517,0,Visa,Debit,4.47538E+15,Jun-24,972,YES,1,"$24,230 ",Dec-09,2011,No
517,1,Visa,Debit,4.30459E+15,Oct-13,340,YES,1,"$19,636 ",Jan-13,2013,No
517,2,Mastercard,Debit (Prepaid),5.00085E+15,Jul-24,345,YES,3,$102 ,Feb-18,2018,No
517,3,Mastercard,Debit,5.65503E+15,Sep-22,848,YES,2,"$21,218 ",Oct-18,2018,No
517,4,Visa,Debit,4.60271E+15,Mar-21,862,YES,2,"$27,066 ",Sep-18,2018,No
517,5,Mastercard,Debit,5.18008E+15,Jun-16,148,YES,2,"$19,723 ",Jul-06,2010,No
518,0,Visa,Debit,4.90691E+15,Dec-20,443,YES,2,"$21,990 ",Feb-20,2020,No
518,1,Mastercard,Debit,5.03714E+15,Nov-21,719,YES,2,"$26,251 ",Jan-20,2020,No
519,0,Visa,Debit,4.81559E+15,Apr-22,752,NO,2,"$14,614 ",Feb-15,2015,No
519,1,Visa,Credit,4.23969E+15,Nov-22,10,YES,1,"$12,800 ",Apr-01,2003,No
519,2,Mastercard,Debit,5.96568E+15,Feb-06,491,YES,2,"$17,897 ",Feb-00,2013,No
519,3,Visa,Credit,4.02327E+15,Jun-24,413,YES,1,"$8,700 ",Feb-20,2020,No
520,0,Amex,Credit,3.88335E+14,Sep-21,695,YES,2,"$19,500 ",Sep-05,2007,No
520,1,Mastercard,Debit,5.4186E+15,Jun-15,899,YES,1,"$24,111 ",Mar-15,2015,No
520,2,Mastercard,Debit,5.93058E+15,Jun-23,751,YES,1,"$34,839 ",Oct-15,2015,No
520,3,Mastercard,Credit,5.29353E+15,Apr-23,542,YES,1,"$12,800 ",Jun-10,2012,No
